Age,MaritalStatus,Dependents,Education,ResidenceYears,CreditRating,LatePayments2Y,CurrentDebt,ActiveLoans,MaxOverdue1Y,WasBankrupt,DebtVSIncome,MonthlyPayments,MoneyPaidSubscription,Collateral,CreditVSCollateral,MonthlyIncome,JobType,JobExperience,AdditionalIncome,BankRelationshipYears,AverageBalance,CreditCardUsage,CheckCreditHistory,LoanPurpose,HasGuarantor,Region,EarlyRepayments,HasCriminalRecord,NumberKids,Default
28.00,0.00,3.00,3.00,4.00,787.00,4.00,1988840.00,4.00,7.00,0.00,0.50,50000.00,1839.00,1.00,1.19,281362.00,0.00,1.00,24075.00,3.00,169998.00,18.00,2.00,2.00,1.00,4.00,0.00,0.00,2.00,0.00
46.00,0.00,1.00,3.00,1.00,656.00,3.00,593699.00,3.00,36.00,0.00,0.41,55904.00,1348.00,0.00,0.14,206258.00,3.00,8.00,5869.00,2.00,324166.00,7.00,1.00,1.00,0.00,2.00,0.00,0.00,9.00,0.00
70.00,2.00,0.00,1.00,1.00,498.00,6.00,700704.00,1.00,16.00,0.00,0.65,10680.00,381.00,0.00,0.25,167865.00,1.00,3.00,6106.00,7.00,96784.00,14.00,1.00,0.00,0.00,3.00,0.00,0.00,9.00,0.00
19.00,2.00,3.00,1.00,1.00,459.00,4.00,1044768.00,0.00,25.00,0.00,0.53,40478.00,1564.00,0.00,0.16,48097.00,1.00,9.00,46083.00,2.00,444975.00,5.00,0.00,0.00,0.00,3.00,0.00,0.00,7.00,0.00
54.00,3.00,1.00,1.00,6.00,315.00,3.00,1403402.00,5.00,21.00,0.00,0.28,36439.00,730.00,0.00,0.97,145466.00,0.00,0.00,12672.00,8.00,242068.00,1.00,0.00,1.00,0.00,3.00,1.00,0.00,3.00,0.00
68.00,2.00,3.00,1.00,9.00,355.00,2.00,313936.00,2.00,38.00,0.00,0.13,35643.00,1173.00,0.00,0.90,125786.00,1.00,6.00,36290.00,4.00,388620.00,10.00,2.00,1.00,0.00,0.00,1.00,0.00,6.00,0.00
23.00,3.00,2.00,2.00,3.00,842.00,1.00,1103887.00,1.00,44.00,0.00,0.44,58657.00,1049.00,0.00,0.36,214853.00,1.00,10.00,31056.00,11.00,148853.00,1.00,3.00,0.00,0.00,4.00,0.00,0.00,6.00,0.00
44.00,0.00,3.00,0.00,3.00,318.00,0.00,922062.00,4.00,54.00,0.00,0.42,83561.00,1471.00,1.00,0.36,251097.00,1.00,1.00,9069.00,3.00,276435.00,6.00,3.00,1.00,0.00,4.00,0.00,0.00,1.00,0.00
48.00,0.00,3.00,3.00,6.00,518.00,2.00,1268893.00,1.00,2.00,0.00,0.38,70417.00,995.00,0.00,0.88,15339.00,3.00,5.00,12746.00,9.00,335059.00,16.00,3.00,2.00,0.00,3.00,0.00,0.00,9.00,0.00
35.00,0.00,0.00,1.00,1.00,580.00,7.00,1723806.00,3.00,82.00,0.00,0.64,30020.00,567.00,1.00,0.39,81788.00,2.00,1.00,40995.00,2.00,80786.00,8.00,1.00,1.00,0.00,4.00,0.00,0.00,1.00,0.00
67.00,2.00,0.00,2.00,2.00,647.00,0.00,349473.00,4.00,0.00,0.00,0.37,55818.00,1364.00,0.00,0.13,54505.00,0.00,1.00,16877.00,12.00,486257.00,17.00,4.00,0.00,0.00,3.00,0.00,0.00,9.00,0.00
57.00,0.00,3.00,2.00,7.00,752.00,2.00,1870451.00,1.00,76.00,0.00,0.48,38891.00,602.00,0.00,0.42,25840.00,1.00,7.00,23848.00,12.00,10654.00,16.00,2.00,1.00,0.00,0.00,0.00,1.00,8.00,0.00
45.00,0.00,1.00,3.00,10.00,478.00,1.00,1467751.00,2.00,32.00,0.00,0.44,47598.00,1348.00,0.00,0.23,74858.00,3.00,7.00,36837.00,7.00,307890.00,14.00,1.00,1.00,0.00,2.00,0.00,0.00,6.00,0.00
19.00,1.00,1.00,3.00,8.00,376.00,5.00,1834225.00,4.00,87.00,0.00,0.21,19472.00,772.00,0.00,0.09,275913.00,2.00,3.00,9614.00,0.00,120568.00,7.00,3.00,1.00,0.00,2.00,1.00,0.00,2.00,0.00
30.00,3.00,2.00,1.00,10.00,687.00,2.00,1110130.00,3.00,33.00,0.00,0.41,85691.00,928.00,0.00,1.01,166442.00,3.00,4.00,39990.00,11.00,236697.00,5.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,0.00
19.00,1.00,3.00,0.00,6.00,424.00,6.00,82537.00,3.00,90.00,0.00,0.32,93253.00,473.00,0.00,0.37,13953.00,3.00,3.00,26642.00,14.00,295269.00,5.00,4.00,2.00,0.00,2.00,0.00,0.00,3.00,0.00
36.00,1.00,0.00,1.00,9.00,553.00,8.00,415540.00,3.00,10.00,1.00,0.26,18090.00,520.00,0.00,0.49,164040.00,0.00,6.00,46757.00,2.00,154138.00,8.00,3.00,2.00,1.00,0.00,0.00,0.00,9.00,0.00
20.00,3.00,0.00,3.00,1.00,846.00,7.00,1814960.00,1.00,81.00,0.00,0.43,40643.00,525.00,0.00,0.34,173458.00,3.00,2.00,29808.00,10.00,321506.00,12.00,0.00,2.00,1.00,1.00,0.00,0.00,9.00,0.00
41.00,2.00,1.00,1.00,4.00,341.00,4.00,1998570.00,3.00,62.00,0.00,0.08,96215.00,317.00,1.00,0.96,84809.00,2.00,9.00,26474.00,3.00,243839.00,1.00,2.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00
33.00,2.00,2.00,1.00,6.00,362.00,7.00,854641.00,3.00,74.00,0.00,0.02,27930.00,155.00,1.00,0.51,143453.00,2.00,9.00,48650.00,9.00,303964.00,4.00,3.00,0.00,0.00,4.00,1.00,0.00,6.00,0.00
62.00,2.00,1.00,2.00,1.00,690.00,0.00,981521.00,2.00,44.00,0.00,0.70,49390.00,1493.00,0.00,1.08,132669.00,2.00,2.00,29306.00,1.00,76851.00,20.00,2.00,1.00,0.00,3.00,1.00,1.00,0.00,0.00
51.00,3.00,1.00,1.00,3.00,325.00,7.00,1909787.00,4.00,41.00,0.00,0.41,47451.00,946.00,0.00,0.40,107228.00,3.00,4.00,40428.00,5.00,393260.00,5.00,1.00,0.00,1.00,4.00,1.00,0.00,6.00,0.00
21.00,3.00,1.00,3.00,3.00,487.00,0.00,998654.00,3.00,71.00,0.00,0.23,77599.00,789.00,0.00,0.44,137728.00,3.00,4.00,1325.00,9.00,137393.00,5.00,0.00,1.00,0.00,1.00,0.00,0.00,9.00,0.00
69.00,0.00,0.00,3.00,9.00,810.00,2.00,86829.00,5.00,13.00,0.00,0.26,84204.00,1687.00,1.00,1.04,259086.00,2.00,10.00,47979.00,12.00,19775.00,9.00,4.00,0.00,1.00,4.00,0.00,1.00,9.00,1.00
54.00,3.00,0.00,3.00,5.00,397.00,8.00,1011205.00,4.00,60.00,0.00,0.53,71723.00,1198.00,1.00,0.68,121027.00,0.00,0.00,20545.00,10.00,247305.00,16.00,1.00,0.00,0.00,1.00,0.00,0.00,9.00,0.00
32.00,0.00,1.00,0.00,9.00,446.00,6.00,1227767.00,0.00,36.00,1.00,0.26,71807.00,1565.00,0.00,0.07,43748.00,1.00,7.00,45161.00,14.00,401947.00,10.00,1.00,2.00,0.00,1.00,0.00,0.00,5.00,0.00
30.00,3.00,2.00,3.00,8.00,506.00,9.00,125457.00,4.00,28.00,1.00,0.55,53907.00,1524.00,1.00,1.00,289317.00,3.00,9.00,8238.00,7.00,182030.00,19.00,1.00,2.00,0.00,4.00,0.00,0.00,4.00,1.00
24.00,0.00,2.00,0.00,1.00,464.00,0.00,183705.00,3.00,25.00,0.00,0.03,1496.00,1025.00,0.00,0.75,196939.00,0.00,4.00,5915.00,10.00,252494.00,8.00,2.00,0.00,1.00,0.00,0.00,0.00,8.00,1.00
31.00,2.00,0.00,3.00,6.00,771.00,2.00,807925.00,1.00,25.00,0.00,0.61,46866.00,1291.00,0.00,0.23,7277.00,3.00,8.00,9117.00,1.00,57285.00,20.00,0.00,1.00,1.00,3.00,0.00,0.00,2.00,0.00
69.00,0.00,1.00,1.00,7.00,490.00,9.00,1919081.00,3.00,50.00,0.00,0.44,29816.00,153.00,0.00,0.52,117140.00,2.00,9.00,37122.00,6.00,114497.00,20.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00
29.00,0.00,3.00,1.00,3.00,823.00,3.00,1990307.00,4.00,30.00,0.00,0.16,64832.00,853.00,0.00,0.70,199521.00,3.00,9.00,45780.00,7.00,146788.00,9.00,4.00,1.00,0.00,1.00,1.00,1.00,7.00,0.00
61.00,0.00,0.00,1.00,8.00,463.00,4.00,1640425.00,2.00,20.00,0.00,0.14,10619.00,840.00,1.00,0.69,44745.00,0.00,2.00,42400.00,10.00,174338.00,13.00,5.00,2.00,0.00,0.00,0.00,0.00,8.00,0.00
19.00,0.00,1.00,0.00,9.00,544.00,3.00,181688.00,5.00,8.00,0.00,0.66,130.00,912.00,1.00,0.74,33919.00,0.00,10.00,16980.00,1.00,472635.00,19.00,3.00,0.00,0.00,1.00,1.00,0.00,5.00,1.00
48.00,3.00,2.00,2.00,5.00,498.00,7.00,293764.00,4.00,85.00,0.00,0.51,9596.00,1647.00,0.00,0.52,194966.00,2.00,6.00,29907.00,0.00,339077.00,18.00,1.00,2.00,1.00,0.00,1.00,0.00,2.00,1.00
41.00,0.00,1.00,2.00,6.00,412.00,2.00,177453.00,1.00,8.00,0.00,0.57,14862.00,1281.00,0.00,0.30,43523.00,0.00,5.00,137.00,11.00,463625.00,18.00,1.00,2.00,0.00,4.00,0.00,0.00,3.00,1.00
64.00,3.00,0.00,0.00,6.00,431.00,7.00,312616.00,0.00,27.00,0.00,0.00,67620.00,1695.00,0.00,0.21,132680.00,1.00,4.00,44846.00,14.00,277088.00,7.00,2.00,0.00,0.00,1.00,0.00,0.00,7.00,0.00
69.00,3.00,1.00,2.00,4.00,479.00,7.00,1247013.00,4.00,14.00,0.00,0.45,72525.00,527.00,1.00,1.05,295658.00,2.00,1.00,41868.00,14.00,354377.00,5.00,5.00,1.00,1.00,4.00,0.00,0.00,6.00,0.00
55.00,1.00,1.00,0.00,3.00,401.00,4.00,1729680.00,1.00,23.00,1.00,0.37,90182.00,191.00,0.00,0.21,58559.00,0.00,8.00,21534.00,1.00,462647.00,20.00,2.00,1.00,0.00,4.00,1.00,0.00,6.00,0.00
18.00,1.00,2.00,2.00,9.00,621.00,1.00,945939.00,0.00,9.00,0.00,0.28,72034.00,919.00,0.00,0.39,145971.00,2.00,9.00,17631.00,0.00,32669.00,13.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00
35.00,1.00,3.00,1.00,6.00,791.00,5.00,440026.00,4.00,27.00,0.00,0.11,44779.00,201.00,0.00,0.77,241922.00,2.00,8.00,47218.00,0.00,456701.00,3.00,1.00,2.00,0.00,3.00,0.00,0.00,5.00,1.00
39.00,2.00,2.00,1.00,7.00,705.00,7.00,894489.00,3.00,73.00,0.00,0.69,82370.00,614.00,0.00,0.77,216520.00,0.00,9.00,32152.00,14.00,370167.00,9.00,3.00,0.00,0.00,4.00,0.00,0.00,3.00,0.00
49.00,2.00,3.00,0.00,5.00,493.00,9.00,928070.00,4.00,24.00,0.00,0.37,51801.00,1945.00,0.00,0.23,207318.00,1.00,9.00,29378.00,5.00,213285.00,10.00,2.00,2.00,0.00,4.00,0.00,0.00,2.00,0.00
54.00,3.00,3.00,2.00,7.00,392.00,2.00,1647789.00,5.00,40.00,0.00,0.31,48179.00,295.00,1.00,1.08,120378.00,2.00,4.00,21294.00,12.00,262397.00,2.00,1.00,2.00,0.00,4.00,0.00,0.00,2.00,0.00
49.00,3.00,2.00,0.00,4.00,499.00,5.00,1465174.00,5.00,55.00,0.00,0.52,5163.00,1211.00,0.00,0.75,291427.00,1.00,6.00,49356.00,3.00,379466.00,3.00,1.00,1.00,0.00,1.00,0.00,1.00,7.00,0.00
53.00,3.00,0.00,3.00,6.00,580.00,0.00,1593886.00,3.00,20.00,0.00,0.05,42851.00,552.00,0.00,1.00,232532.00,1.00,8.00,7975.00,1.00,225353.00,10.00,0.00,1.00,1.00,3.00,0.00,0.00,3.00,0.00
42.00,0.00,2.00,3.00,8.00,344.00,7.00,347189.00,5.00,70.00,0.00,0.51,56549.00,1257.00,1.00,0.73,25394.00,0.00,10.00,35180.00,9.00,261568.00,1.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
34.00,0.00,3.00,1.00,6.00,777.00,2.00,1276930.00,5.00,18.00,0.00,0.36,59581.00,636.00,0.00,0.54,297074.00,0.00,3.00,36713.00,4.00,493617.00,1.00,1.00,0.00,0.00,4.00,0.00,0.00,2.00,0.00
31.00,3.00,0.00,1.00,6.00,369.00,4.00,1005232.00,1.00,48.00,0.00,0.37,82880.00,978.00,0.00,0.33,159515.00,3.00,1.00,25076.00,10.00,65359.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00
60.00,0.00,1.00,1.00,3.00,409.00,7.00,1235109.00,5.00,35.00,0.00,0.18,63403.00,1032.00,0.00,1.01,157949.00,1.00,10.00,13753.00,9.00,139638.00,18.00,0.00,2.00,0.00,3.00,1.00,0.00,5.00,0.00
65.00,3.00,1.00,1.00,7.00,323.00,2.00,125218.00,0.00,36.00,0.00,0.55,94771.00,1751.00,0.00,0.71,281793.00,1.00,7.00,994.00,15.00,216560.00,15.00,0.00,2.00,0.00,0.00,1.00,0.00,1.00,1.00
45.00,1.00,2.00,1.00,7.00,686.00,8.00,976459.00,5.00,14.00,0.00,0.45,17956.00,676.00,0.00,0.68,219770.00,3.00,4.00,16969.00,15.00,484312.00,4.00,5.00,0.00,0.00,4.00,1.00,0.00,3.00,0.00
23.00,0.00,2.00,1.00,5.00,495.00,5.00,155316.00,3.00,18.00,0.00,0.08,14990.00,1233.00,1.00,0.07,126915.00,0.00,10.00,25372.00,12.00,7932.00,11.00,4.00,2.00,1.00,3.00,1.00,0.00,9.00,0.00
51.00,3.00,1.00,0.00,3.00,353.00,2.00,1882208.00,3.00,39.00,1.00,0.51,93895.00,1338.00,0.00,0.23,241447.00,3.00,8.00,48636.00,1.00,368317.00,10.00,4.00,1.00,0.00,4.00,0.00,0.00,5.00,0.00
40.00,1.00,3.00,3.00,3.00,667.00,6.00,593956.00,1.00,54.00,0.00,0.06,74484.00,1747.00,1.00,1.00,122828.00,2.00,8.00,43553.00,0.00,297492.00,14.00,4.00,1.00,0.00,1.00,0.00,0.00,5.00,0.00
24.00,1.00,1.00,2.00,4.00,548.00,6.00,1410594.00,0.00,47.00,0.00,0.29,41300.00,438.00,0.00,0.74,1819.00,0.00,0.00,11663.00,13.00,88071.00,7.00,4.00,1.00,0.00,4.00,1.00,1.00,6.00,0.00
28.00,2.00,3.00,0.00,5.00,844.00,2.00,204196.00,4.00,61.00,0.00,0.62,14484.00,455.00,0.00,0.88,154407.00,3.00,5.00,33322.00,1.00,394829.00,8.00,4.00,2.00,0.00,1.00,1.00,0.00,3.00,1.00
62.00,3.00,1.00,1.00,8.00,783.00,4.00,1565745.00,2.00,14.00,0.00,0.31,14840.00,640.00,1.00,0.11,298142.00,1.00,9.00,12848.00,9.00,313283.00,3.00,2.00,0.00,0.00,2.00,1.00,0.00,9.00,0.00
46.00,2.00,3.00,3.00,10.00,527.00,1.00,926139.00,2.00,17.00,0.00,0.51,85608.00,467.00,1.00,0.72,81408.00,2.00,3.00,21416.00,10.00,139153.00,4.00,5.00,1.00,0.00,0.00,1.00,0.00,5.00,0.00
48.00,0.00,2.00,1.00,5.00,675.00,1.00,914050.00,1.00,21.00,0.00,0.44,74285.00,650.00,1.00,0.54,215800.00,2.00,9.00,32982.00,0.00,445115.00,16.00,2.00,2.00,0.00,0.00,1.00,0.00,6.00,0.00
34.00,1.00,2.00,2.00,8.00,438.00,2.00,210783.00,4.00,63.00,0.00,0.52,79035.00,356.00,0.00,0.70,157897.00,0.00,7.00,9017.00,0.00,43116.00,14.00,5.00,1.00,0.00,4.00,0.00,0.00,8.00,0.00
54.00,0.00,3.00,1.00,8.00,558.00,5.00,1691512.00,1.00,18.00,0.00,0.22,35546.00,1332.00,0.00,0.20,88645.00,1.00,10.00,12337.00,11.00,398197.00,11.00,2.00,2.00,0.00,2.00,0.00,0.00,4.00,0.00
55.00,0.00,0.00,3.00,6.00,585.00,7.00,683996.00,2.00,74.00,0.00,0.43,35010.00,896.00,1.00,0.08,122999.00,0.00,4.00,16141.00,14.00,230759.00,16.00,2.00,0.00,0.00,1.00,1.00,0.00,8.00,0.00
55.00,1.00,0.00,0.00,6.00,614.00,4.00,10688.00,1.00,0.00,0.00,0.08,43736.00,1403.00,0.00,0.96,26317.00,1.00,4.00,44561.00,2.00,398718.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00
21.00,3.00,1.00,0.00,6.00,611.00,3.00,914611.00,5.00,58.00,0.00,0.55,12445.00,723.00,1.00,1.06,40471.00,1.00,1.00,2884.00,3.00,135011.00,3.00,5.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
32.00,3.00,1.00,2.00,10.00,505.00,4.00,1019681.00,5.00,29.00,0.00,0.24,25431.00,106.00,0.00,0.71,137188.00,2.00,8.00,47160.00,5.00,484361.00,19.00,1.00,1.00,0.00,2.00,1.00,1.00,1.00,0.00
55.00,1.00,0.00,1.00,5.00,530.00,8.00,1745036.00,2.00,41.00,1.00,0.22,67294.00,535.00,0.00,0.26,258602.00,1.00,0.00,27965.00,6.00,81722.00,18.00,3.00,0.00,0.00,1.00,0.00,0.00,6.00,0.00
51.00,1.00,1.00,2.00,3.00,533.00,7.00,1685945.00,5.00,1.00,1.00,0.41,65916.00,1161.00,0.00,0.71,70406.00,0.00,6.00,43358.00,8.00,484041.00,3.00,3.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00
21.00,2.00,1.00,1.00,7.00,438.00,8.00,1774497.00,0.00,0.00,0.00,0.68,99796.00,1165.00,1.00,0.41,167818.00,3.00,8.00,27406.00,6.00,237176.00,0.00,3.00,2.00,0.00,2.00,1.00,0.00,0.00,0.00
38.00,3.00,2.00,2.00,5.00,810.00,1.00,875834.00,5.00,19.00,0.00,0.54,91837.00,1310.00,0.00,0.90,203379.00,1.00,3.00,8018.00,3.00,138138.00,8.00,1.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00
63.00,0.00,0.00,3.00,3.00,789.00,7.00,295558.00,5.00,33.00,0.00,0.50,17331.00,168.00,0.00,0.82,100959.00,3.00,3.00,12159.00,9.00,1713.00,15.00,1.00,2.00,0.00,0.00,0.00,1.00,2.00,0.00
35.00,0.00,1.00,1.00,8.00,314.00,9.00,867753.00,3.00,85.00,0.00,0.02,91116.00,1325.00,1.00,0.11,107809.00,3.00,2.00,29478.00,7.00,116813.00,11.00,2.00,2.00,0.00,1.00,1.00,0.00,9.00,0.00
51.00,1.00,3.00,3.00,10.00,416.00,3.00,303473.00,0.00,37.00,0.00,0.19,5431.00,1752.00,1.00,0.54,139273.00,1.00,4.00,11881.00,10.00,268145.00,7.00,3.00,1.00,0.00,2.00,1.00,0.00,4.00,0.00
61.00,3.00,1.00,3.00,10.00,527.00,4.00,1160684.00,0.00,50.00,0.00,0.53,77211.00,44.00,0.00,0.39,23037.00,0.00,0.00,3693.00,10.00,98752.00,4.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00
28.00,0.00,2.00,0.00,5.00,438.00,8.00,1127544.00,5.00,48.00,0.00,0.25,83463.00,668.00,0.00,0.19,235108.00,0.00,6.00,10106.00,9.00,6410.00,19.00,1.00,2.00,1.00,4.00,1.00,0.00,2.00,0.00
57.00,1.00,2.00,2.00,1.00,579.00,0.00,980439.00,2.00,24.00,1.00,0.37,91111.00,1056.00,1.00,1.04,142194.00,2.00,4.00,13750.00,15.00,312036.00,1.00,5.00,2.00,0.00,0.00,0.00,0.00,7.00,0.00
70.00,3.00,1.00,0.00,6.00,471.00,6.00,1044731.00,4.00,37.00,0.00,0.23,49893.00,50.00,0.00,0.48,25772.00,2.00,2.00,18976.00,14.00,394371.00,20.00,5.00,0.00,0.00,4.00,0.00,0.00,9.00,0.00
20.00,1.00,1.00,0.00,2.00,341.00,4.00,279825.00,2.00,14.00,0.00,0.01,84130.00,1856.00,0.00,0.46,230651.00,0.00,5.00,35389.00,8.00,68256.00,13.00,3.00,0.00,0.00,4.00,0.00,0.00,3.00,0.00
28.00,1.00,3.00,1.00,5.00,674.00,6.00,496569.00,5.00,58.00,0.00,0.68,97712.00,325.00,1.00,1.14,167089.00,0.00,4.00,26700.00,9.00,485180.00,14.00,1.00,1.00,0.00,1.00,0.00,0.00,9.00,0.00
51.00,3.00,0.00,2.00,2.00,741.00,7.00,1692449.00,3.00,43.00,0.00,0.48,67861.00,421.00,1.00,1.20,48452.00,1.00,2.00,3969.00,8.00,107002.00,10.00,4.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00
66.00,3.00,0.00,0.00,6.00,782.00,4.00,912980.00,4.00,50.00,1.00,0.26,28677.00,1615.00,1.00,1.06,128206.00,3.00,9.00,7485.00,11.00,290126.00,7.00,4.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00
32.00,2.00,2.00,0.00,10.00,611.00,1.00,663531.00,2.00,43.00,0.00,0.65,38605.00,1958.00,1.00,1.13,28207.00,0.00,7.00,40985.00,4.00,241790.00,16.00,5.00,1.00,1.00,1.00,1.00,0.00,6.00,0.00
23.00,3.00,2.00,3.00,7.00,536.00,0.00,1785818.00,5.00,59.00,0.00,0.35,64362.00,1042.00,1.00,0.14,90698.00,1.00,6.00,21344.00,11.00,394551.00,1.00,2.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00
32.00,2.00,3.00,0.00,4.00,721.00,7.00,746484.00,4.00,42.00,0.00,0.58,28381.00,1245.00,0.00,0.11,238070.00,0.00,3.00,11052.00,3.00,291875.00,17.00,3.00,2.00,1.00,1.00,0.00,0.00,1.00,0.00
67.00,3.00,2.00,2.00,10.00,509.00,6.00,691606.00,4.00,68.00,0.00,0.15,82771.00,959.00,0.00,0.40,252913.00,3.00,0.00,29922.00,15.00,387570.00,15.00,4.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00
32.00,2.00,3.00,3.00,9.00,724.00,5.00,301785.00,0.00,86.00,0.00,0.39,16563.00,585.00,0.00,1.00,162664.00,0.00,2.00,17010.00,11.00,81072.00,13.00,1.00,0.00,0.00,3.00,1.00,0.00,9.00,0.00
65.00,0.00,0.00,3.00,1.00,842.00,2.00,296638.00,0.00,88.00,0.00,0.16,49759.00,373.00,0.00,0.54,44665.00,0.00,8.00,22089.00,1.00,198750.00,11.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00
37.00,3.00,2.00,3.00,6.00,793.00,7.00,397321.00,5.00,45.00,0.00,0.44,69422.00,563.00,0.00,0.95,84967.00,0.00,4.00,10806.00,7.00,430260.00,0.00,4.00,0.00,0.00,2.00,0.00,0.00,6.00,0.00
51.00,0.00,3.00,2.00,7.00,303.00,6.00,104919.00,3.00,8.00,0.00,0.33,87601.00,1727.00,0.00,0.09,59514.00,2.00,5.00,7973.00,7.00,220848.00,7.00,0.00,1.00,0.00,2.00,1.00,0.00,8.00,0.00
48.00,1.00,1.00,2.00,3.00,797.00,9.00,1882636.00,2.00,81.00,0.00,0.43,47702.00,1252.00,0.00,1.12,57327.00,0.00,6.00,17286.00,8.00,93401.00,9.00,4.00,0.00,1.00,4.00,1.00,0.00,1.00,0.00
32.00,0.00,3.00,3.00,1.00,722.00,7.00,1617573.00,2.00,21.00,0.00,0.02,11078.00,359.00,1.00,0.81,97011.00,2.00,10.00,13367.00,0.00,74767.00,7.00,0.00,2.00,0.00,0.00,0.00,1.00,5.00,0.00
29.00,3.00,3.00,3.00,8.00,687.00,6.00,951868.00,3.00,7.00,0.00,0.62,240.00,263.00,0.00,0.05,4476.00,2.00,7.00,10674.00,11.00,25561.00,6.00,5.00,2.00,0.00,2.00,0.00,0.00,5.00,0.00
33.00,1.00,1.00,0.00,6.00,472.00,3.00,1222523.00,4.00,71.00,1.00,0.32,59403.00,1253.00,0.00,0.57,31861.00,2.00,7.00,42394.00,7.00,234427.00,18.00,2.00,0.00,0.00,3.00,0.00,0.00,9.00,0.00
33.00,3.00,2.00,2.00,7.00,458.00,7.00,1721936.00,4.00,82.00,0.00,0.61,24766.00,965.00,0.00,0.52,212765.00,3.00,6.00,30757.00,15.00,187145.00,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
60.00,1.00,3.00,3.00,2.00,322.00,5.00,752671.00,0.00,32.00,0.00,0.54,1009.00,1065.00,1.00,0.38,135046.00,1.00,5.00,18842.00,1.00,193394.00,20.00,2.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00
22.00,3.00,1.00,1.00,8.00,545.00,3.00,1481300.00,4.00,51.00,0.00,0.62,77619.00,93.00,0.00,0.16,108797.00,2.00,4.00,2999.00,12.00,350571.00,18.00,4.00,1.00,0.00,4.00,0.00,0.00,5.00,0.00
44.00,2.00,2.00,0.00,2.00,612.00,2.00,1308925.00,1.00,43.00,0.00,0.15,96310.00,495.00,1.00,0.12,100018.00,1.00,7.00,39108.00,7.00,103154.00,4.00,2.00,1.00,0.00,2.00,1.00,0.00,9.00,0.00
45.00,2.00,3.00,0.00,1.00,735.00,0.00,549176.00,0.00,69.00,0.00,0.57,69429.00,560.00,0.00,0.61,276317.00,2.00,2.00,1984.00,9.00,360151.00,2.00,2.00,1.00,0.00,1.00,0.00,0.00,4.00,0.00
33.00,3.00,0.00,2.00,7.00,611.00,2.00,349184.00,2.00,26.00,0.00,0.70,9987.00,171.00,0.00,1.02,82237.00,3.00,3.00,8410.00,10.00,442107.00,16.00,3.00,2.00,0.00,0.00,1.00,0.00,2.00,0.00
56.00,1.00,2.00,3.00,6.00,358.00,4.00,706037.00,1.00,12.00,0.00,0.57,94639.00,856.00,0.00,0.01,208106.00,1.00,10.00,99.00,0.00,416449.00,13.00,5.00,0.00,0.00,4.00,0.00,0.00,9.00,0.00
64.00,1.00,3.00,2.00,2.00,695.00,2.00,1262534.00,5.00,44.00,0.00,0.67,71220.00,1619.00,0.00,0.82,216315.00,1.00,7.00,15085.00,12.00,143393.00,15.00,1.00,0.00,0.00,3.00,0.00,0.00,5.00,0.00
31.00,0.00,2.00,2.00,5.00,529.00,6.00,790241.00,3.00,10.00,1.00,0.19,32295.00,1134.00,0.00,0.58,164466.00,2.00,1.00,24612.00,7.00,242565.00,6.00,5.00,1.00,0.00,4.00,0.00,0.00,9.00,0.00
56.00,0.00,0.00,0.00,5.00,836.00,0.00,1295446.00,2.00,85.00,0.00,0.44,1594.00,1902.00,0.00,0.12,117852.00,2.00,2.00,17642.00,12.00,90049.00,10.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
63.00,1.00,0.00,1.00,5.00,760.00,3.00,396056.00,3.00,31.00,0.00,0.60,85618.00,983.00,1.00,0.32,110617.00,2.00,2.00,36698.00,7.00,272549.00,18.00,0.00,1.00,0.00,3.00,1.00,0.00,8.00,0.00
59.00,1.00,2.00,2.00,1.00,622.00,3.00,441292.00,0.00,67.00,0.00,0.34,47632.00,1975.00,1.00,0.37,112246.00,3.00,0.00,9518.00,8.00,478180.00,19.00,2.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00
38.00,2.00,0.00,3.00,5.00,833.00,5.00,1509861.00,4.00,90.00,1.00,0.02,36839.00,1863.00,0.00,0.69,4093.00,0.00,9.00,24951.00,8.00,481432.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
26.00,2.00,1.00,0.00,10.00,657.00,3.00,254631.00,0.00,55.00,0.00,0.33,38855.00,735.00,0.00,0.11,202835.00,1.00,7.00,20932.00,0.00,486993.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,1.00
